date,type,title
2013-09-08T09:15:34Z,blogpost,"Sunday at New York Fashion Week: Beckham, von Furstenberg, Posen, Rucci"
2013-02-09T16:38:38Z,article,The Sound of NY Fashion Week: Smartphones Snapping
2013-09-07T16:45:40Z,blogpost,Live Stream | Alexander Wang's Spring 2014 Collection at New York Fashion Week
2013-09-12T13:45:33Z,blogpost,Live Stream | Calvin Klein's Spring 2014 Collection at New York Fashion Week
2013-09-20T19:44:05Z,blogpost,"Furs, Worthy of Their Close-Up"
2013-09-09T11:31:02Z,blogpost,"Day 5 at New York Fashion Week: Herrera, Hilfiger, Lim, Browne"
2013-09-11T09:44:12Z,blogpost,Live Stream | Michael Kors's Spring 2014 Collection at New York Fashion Week
2013-06-05T16:32:33Z,blogpost,Proenza Schouler Updates Its First Collection
2013-06-20T14:32:38Z,blogpost,New York City Ballet Announces Fashion-Focused Fall Gala 
2013-12-19T00:00:00Z,article,Shopping Events in New York City Starting Dec. 18
2013-02-16T09:00:06Z,blogpost,The Guide to London Fashion Week 
2013-09-17T00:00:00Z,article,"In London, Faith in Handmade Eyewear"
2013-06-30T00:00:00Z,article,"Milan Men’s Fashion Week, the Sun Also Sets"
2013-06-24T13:28:12Z,article,Dakar Fashion Week Takes Stand Against Skin Bleaching
2013-09-09T13:49:46Z,article,Celebrities Turn Low Key at NY Fashion Week
2013-02-19T15:58:24Z,blogpost,Model Diary | Katlin Aas 
2013-11-12T00:00:00Z,article,"Building a Brand, One Bag at a Time"
2013-09-06T17:13:11Z,article,Carmen Marc Valvo Shows Some Edge at New York's Fashion Week
2013-09-11T12:26:11Z,article,High Hopes for British Luxury Ahead of London Fashion Week
2013-02-28T17:00:05Z,blogpost,Model Diary | Magdalena Frackowiak 
2013-03-03T00:00:00Z,article,The Secret Weapon Behind Rihanna’s Look
2013-02-09T17:12:32Z,article,"New York Fashion Shows Carry on, Unruffled by Deep Snow"
2013-02-28T00:00:00Z,article,"A Dash of Mystery, a Hint of Humor"
2013-09-04T23:10:22Z,article,"Fashion Week Awards Honor Upton, Posen and Zoe"
2013-09-05T09:55:48Z,article,Preview of Spring Styles at NY Fashion Week
2013-09-13T01:03:22Z,article,London Fashion Week Kicks Off With Digital Drive
2013-02-20T15:22:11Z,blogpost,Model Diary | Karmen Pedaru
2013-02-08T18:13:50Z,article,Tailored Looks Get Fresh Update on New York Fashion Runways
2013-03-01T14:35:24Z,blogpost,Model Diary | Daria Strokous
2013-06-24T20:00:19Z,blogpost,A Week Ended Under the Supermoon
2013-10-10T00:00:00Z,article,Manufacture New York Provides Production Facilities to Independent Designers
2013-02-22T17:24:13Z,blogpost,Decoded Fashion and CFDA Host Fashion Hackathon
2013-05-19T00:00:00Z,article,Tattoo Removal on the Photo Desk
2013-12-15T00:00:00Z,article,Bill Cunningham | A Little Seasoning
2013-02-21T00:00:00Z,article,Scouting Report
2013-06-18T00:00:00Z,article,"Citizens Kane, in Family and Fashion"
2013-02-21T15:30:05Z,article,Roberto Cavalli Revamps Youthful Line at Milan Fashion Week
2013-10-17T00:00:00Z,article,Shopping Events in New York Beginning Oct. 17
2013-02-15T00:03:20Z,article,"Tom Ford, Rihanna Lead London Fashion Week Lineup"
2013-02-08T11:51:56Z,blogpost,Live Streaming Now: Jason Wu
2013-06-20T00:00:00Z,article,Don’t Know This Face? Just Wait
2013-05-17T14:14:36Z,blogpost,"Popcast: Punk as Fashion, Music and Theory"
2013-07-11T00:00:00Z,article,New Shops and Sales for the Week of July 11
2013-07-11T00:00:00Z,article,New Shops and Sales for the Week of July 11
2013-09-08T09:29:12Z,blogpost,Let's Talk Spring 2014 Collections
2013-09-26T00:00:00Z,article,Shopping Highlights in New York Starting Sept. 26
2013-02-19T16:57:30Z,article,Haunting Haute-Couture Finishes Off London Fashion Week
2013-11-21T00:00:00Z,article,Shopping Events Starting Nov. 21 in New York City
2013-03-18T16:15:41Z,blogpost,Fashion News We're Reading Now
2013-03-21T00:00:00Z,article,Scouting Report
2013-02-26T18:06:57Z,article,"99 Shows, 22 Countries: Bonjour Paris Fashion Week"
2013-01-05T21:00:35Z,blogpost,Fashion Still Lends a Hand
2013-01-17T16:33:21Z,article,Rihanna's Fashion Collection to Debut in Feb.
2013-08-21T14:05:48Z,multimedia,Countdown to Fashion Week: Final Fitting
2013-09-13T20:30:09Z,blogpost,About Last Night | Calvin Klein's Star-Studded Party for Francisco Costa
2013-09-07T23:49:25Z,blogpost," Altuzarra&rsquo;s Imaginative Take on Humble Threads"
2013-02-11T16:45:20Z,blogpost,Photos of The Moment | Diane von Furstenberg
2013-09-07T00:00:00Z,article,Bright Ideas in Brooklyn
2013-09-05T16:10:36Z,blogpost,"Creatures of the Wind, for Real People   "
2013-02-11T10:27:21Z,multimedia,Beauty Blogging at N.Y. Fashion Week
2013-02-08T00:00:00Z,multimedia,"Fashion Week Parties, Night 1"
2013-09-07T07:49:38Z,multimedia,New York Fashion Week Elements | Pattern
2013-02-13T15:30:03Z,blogpost,Model Diary | Julia Nobis
2013-08-15T00:00:00Z,article,"Collaborations, Openings and Sales for the Week of Aug. 15"
2013-02-28T00:00:00Z,article,Scouting Report
2013-03-10T00:00:00Z,article,"It’s Valentino’s Name, but Their Vision"
2013-11-14T00:00:00Z,article,Shopping Events Starting Nov. 14 in New York City
2013-07-18T00:00:00Z,article,"Openings, Sales and Events from the Week of July 18"
2013-05-07T15:52:00Z,blogpost,In Store | Amanda Hearst's Ethical Fashion Pop-Up 
2013-06-27T00:00:00Z,article,Sales and Openings for the Week of June 27
2013-01-10T00:00:00Z,article,Scouting Report
2013-02-06T17:45:57Z,blogpost,Professor Pinault Pays a Visit 
2013-06-10T11:10:48Z,blogpost,A Newsy Morning for Fashion Designers 
2013-10-03T00:00:00Z,article,"At the European Shows, Transcontinental Trends"
2013-01-17T00:00:00Z,article,Scouting Report
2013-11-10T00:00:00Z,article,"Adam Driver, an Unlikely Face on TV or in Fashion"
2013-10-24T00:00:00Z,article,"For Emily Ratajkowski, ‘Blurred Lines’ Brings a Career Path Into Focus"
2013-09-08T13:31:20Z,article,Beckham's Fashion Show Allows No Distractions
2013-04-11T00:00:00Z,article,Hood by Air Has a Fashion Moment
2013-03-07T00:00:00Z,article,"After the Shows, It’s Shangri-La"
2013-09-22T00:00:00Z,article,Stuart Weitzman Likes to Think Big
2013-03-10T00:00:00Z,article,"The Prince of Ballet, Leaping Onto a New World Stage"
2013-09-12T00:00:00Z,article,In Search of a Gay Aesthetic
2013-06-24T00:00:00Z,article,"In Florence, Color Blooms"
2013-11-27T15:30:36Z,blogpost,Seeing Beauty With Saul Leiter
2013-12-05T00:00:00Z,article,Service? Maybe It’s a Danish Thing
2013-10-25T18:14:02Z,blogpost,"Seven Days of Style | Rihanna's Abu Dhabi Moment, 50 Shades of Jamie Dornan and New Model Rules "
2013-04-25T00:00:00Z,article,Scouting Report
2013-10-03T00:00:00Z,article,Shopping Highlights in New York Starting Oct. 3
2013-08-23T09:00:55Z,blogpost,Sign of the Times | The New Speed of Fashion
2013-09-05T12:35:41Z,blogpost,About Last Night | Rachel Comey's Intimate Dinner to Kick Off Fashion Week 
2013-02-15T16:30:11Z,blogpost,New York Top 5
2013-10-31T00:00:00Z,article,"Pop-Ups, Sample Sales and Other Events Starting Oct. 31"
2013-06-20T00:00:00Z,article,Sales and Events for the Week of June 20
2013-02-22T17:49:16Z,multimedia,Bill Cunningham | Wrapping Up
2013-02-19T14:43:43Z,article,British Supermodel Cara Delevingne Rules on Fashion Catwalks
2013-05-17T00:00:00Z,article,GTT ★
2013-08-22T17:52:05Z,article,"Analysis: New Tastes, Nimble Fashion Rivals Squeeze Top Teen Chains"
2013-02-11T09:02:28Z,article,Fashion Designers Go Digital to Reach Broadest Audience
2013-02-08T20:21:23Z,multimedia,Bill Cunningham | Shape Shift
2013-11-28T00:00:00Z,article,Shopping Events in New York Starting Nov. 28
2013-11-22T19:31:12Z,blogpost,"Seven Days of Style | Thom Browne's Relaxed Style, Jay Z's Negotiating Skills and Alexander Wang's Marble Footprint"
2013-09-06T12:11:50Z,blogpost,Kering Takes Minority Stake in Altuzarra Fashion Label
2013-05-22T14:30:20Z,blogpost,Happenings | The Parties at the First Week of the Cannes Film Festival 
2013-05-02T00:00:00Z,article,Scouting Report
2013-06-07T00:00:00Z,article,"In London, Student Designers Take Their Bows"
2013-05-05T00:00:00Z,article,High Fashion’s Ambassador From the Midwest
2013-04-22T14:29:55Z,article,John Galliano to Teach Master Class at NY Fashion School
2013-03-07T00:00:00Z,article,Witches Lose the Warts
2013-10-30T12:30:40Z,blogpost,Profile in Style | China's Fashion Matchmaker
2013-06-04T10:12:40Z,article,Vera Wang Honored for Her Lifetime Fashion Passion
2013-09-13T19:47:48Z,blogpost,"The Chic Meter | An Offer Kristen Stewart Couldn't Refuse, Kim Kardashian's Engagement Ring and More "
2013-11-03T00:00:00Z,article,Bill Cunningham | Costumery
2013-09-17T17:30:52Z,blogpost,"Model Diary | Meet Ben Allen, the New Kid on the Block "
2013-06-13T00:00:00Z,article,Annabel Tollman: The Calm Amid Fashion’s Storm
2013-09-12T07:31:54Z,article,Fashion Designers Look to Patents to Fight Knockoffs
2013-04-16T16:50:16Z,article,Prom Fashion Turns Into Red Carpet Moment
2013-02-08T00:00:00Z,article,Using Fashion to Make a Statement on Technology
2013-08-27T00:00:00Z,article,From Fashion to Crashing at County Fairs
2013-09-06T13:01:30Z,blogpost,"For Young Designers, the Time Is Now"
2013-10-18T18:45:05Z,blogpost,"Seven Days of Style | Prada's Latest Desert Outpost, Karl Lagerfeld's Class on Being Karl, and Gwyneth Paltrow's Newest Crusade "
2013-09-07T19:26:27Z,blogpost,"Alexander Wang, Alexander Wang, Alexander Wang..."
2013-06-13T00:00:00Z,article,"Kylie Minogue: Pop Star, Fashion Darling ... Who?"
2013-03-07T00:00:00Z,article,"Still Boho, Even at 60"
2013-04-18T00:00:00Z,article,Mr. Provocative
2013-04-16T12:00:56Z,blogpost,Feeling For | Reed Krakoff Graphic Boxer 
2013-03-05T18:14:15Z,blogpost,Model Diary | Esther Heesch
2013-06-28T00:00:00Z,article,Baby Takes a Road Trip
2013-11-17T00:00:00Z,article,Lupita Nyong’o Impresses on the Red Carpet
2013-03-19T13:00:00Z,article,"David Bowie Brought to Life, in All His Guises"
2013-08-22T00:00:00Z,article,Openings and Sales for the Week of Aug. 22
2013-06-10T09:36:48Z,article,'Fashion Police' Fetes Host Joan Rivers at Age 80
2013-08-22T13:00:09Z,blogpost,Profile in Style | The Wilder Side of Jason Wu
2013-09-30T12:23:01Z,blogpost,"The Good, the Bad, the Ugly ... and the Beautiful"
2013-02-15T10:30:59Z,blogpost,Art of Perfection | Azzedine Ala&iuml;a
2013-11-22T00:00:00Z,article,Singapore Arranges a World Stage for Designers
2013-04-21T00:00:00Z,article,When a Pouf Skirt Said It All
2013-02-12T20:24:18Z,blogpost,De la Renta Show With Some Galliano Style
2013-10-17T00:00:00Z,article,Shopping for Fall Fashion? Relax: You’ll Look Great
2013-09-18T11:49:01Z,blogpost,Dsquared Gets an Early Start in Milan
2013-08-29T00:00:00Z,article,Free to Be... Isaac Mizrahi
2013-09-07T14:56:44Z,blogpost,Eau de Prabal Gurung
2013-06-02T00:00:00Z,article,From the Red Carpet to the Bottom Line
2013-01-07T11:00:21Z,blogpost,On Savile Row | A Tale of Two Tailors 
2013-11-21T00:00:00Z,article,Luxury Brands Find a Home in Indonesia
2013-10-31T00:00:00Z,article,"Missoni, More Than a Zigzag"
2013-10-03T00:00:00Z,article,Marc Jacobs Packing His Louis Vuitton Bags After 16 Years
2013-11-05T00:00:00Z,article,Sweaters Cross Genres and Genders
2013-12-22T00:00:00Z,article,The World at Her Fingertips
2013-02-15T00:17:00Z,blogpost,Marc Jacobs: Glow and Tell
2013-06-13T00:00:00Z,article,"Shopping Events, Sales and Openings for the Week of June 13"
2013-01-20T00:00:00Z,article,"Jenna Lyons, the Woman Who Dresses America"
2013-02-14T08:00:33Z,blogpost,The Boy With the Golden Touch
2013-01-31T00:00:00Z,article,All He Touches Turns to Cashmere
2013-08-22T09:00:43Z,blogpost,"Victoria Beckham, Working Girl"
2013-12-12T00:00:00Z,article,"Carven: SoHo, by Way of the Gare du Nord"
2013-11-21T00:00:00Z,article,"Fall Fashion, It’s all About the Details"
2013-10-06T00:00:00Z,article,"Audrey Gelman, the Girl Most Likely"
2013-03-14T00:00:00Z,article,Kick-Starting a Collection
2013-10-27T00:00:00Z,article,"Lori Goldstein: With Her Magic, Fashion Becomes Art"
2013-02-14T11:41:55Z,blogpost,Model Diary | Jamie Bochert 
2013-09-15T04:33:41Z,article,"Edgy London Attracts More Fashion Buyers From U.S., Asia"
2013-08-30T19:30:12Z,blogpost,Seven Days of Chic | Fashion Pills and Furry Shoes 
2013-02-12T00:00:00Z,article,"Punk, in an Uptown World"
2013-09-11T07:52:13Z,multimedia,New York Fashion Week: Elements | Mood
2013-09-09T07:52:45Z,multimedia,New York Fashion Week: Elements | Color
2013-02-17T00:00:00Z,article,Here Comes the Giant Artificial Sun
2013-06-13T13:56:51Z,blogpost,New York Aims to Treat Underage Models as Child Performers 
2013-08-23T16:18:25Z,blogpost,When Fashion Week Was Made of Simpler Cloth
2013-09-08T01:49:01Z,multimedia,New York Fashion Week: Elements | Volume
2013-09-06T08:08:06Z,multimedia,New York Fashion Week: Elements | Line
2013-09-11T00:00:00Z,multimedia,Fashion Week Parties: Night 6
2013-02-16T20:55:00Z,article,Hiding Craft Behind a Smooth Facade
2013-02-08T09:13:29Z,blogpost,Model-Morphosis | Marine Van Outryve at Creatures of the Wind
2013-09-19T00:00:00Z,article,Costume Designers for TV Have a Big Impact on Fashion
2013-07-11T07:13:53Z,article,Analysis-Forward Guidance More Than Passing Fashion for Central Banks
2013-07-11T07:07:16Z,article,Analysis: Forward Guidance More Than Passing Fashion for Central Banks
2013-09-15T00:00:00Z,article,How a Pop-Up Store Pops Up
2013-03-28T00:00:00Z,article,Connecting With the Classical
2013-11-17T00:00:00Z,article,The ‘Biggie’: A Tainted Status Symbol
2013-10-05T00:00:00Z,article,"Aging, Coming of Age, and Vampires"
2013-09-19T00:00:00Z,article,"Tracy Antonopoulos: Just Her Friends, Goofing Around"
2013-03-14T00:00:00Z,article,Scouting Report
2013-10-21T17:04:20Z,blogpost,The Collections | The Top 5 Bridal Looks for Fall 2014
2013-11-07T05:00:49Z,blogpost,Stars of the Silver Screen in Black Sweaters
2013-04-18T00:00:00Z,article,The Polo Rebuttoned
2013-02-14T00:00:00Z,article,Scouting Report
2013-04-04T00:00:00Z,article,A Gucci-Fueled Pursuit of a New Sense of Identity
2013-01-16T16:11:11Z,blogpost,A First Look at Saint Laurent in the Stores
2013-12-26T00:00:00Z,article,Fit for a First Lady
2013-10-17T00:00:00Z,article,"Chris Kittrell, Frontman for the Band Baby Alpaca"
2013-02-10T00:00:00Z,article,Being Thom Browne: His Moment Is Now
2013-05-08T14:21:58Z,article,New York College Cancels Workshop With Designer John Galliano
2013-09-19T00:00:00Z,article,Lafayette 148 Is Growing Up
2013-02-08T19:00:07Z,blogpost,Personal Statement
2013-07-28T00:00:00Z,article,Never Mind the Prince! About Kate Middleton’s Dress ...
2013-11-21T00:00:00Z,article,Looking for Asia's Breakthrough
2013-07-11T00:00:00Z,article,All Lenses Turn to Sweden
2013-09-26T00:00:00Z,article,Garde Robe: High-End Clothes Storage
2013-10-13T00:00:00Z,article,"At Ralph’s Restaurant, an All-American in Paris"
2013-01-31T00:00:00Z,article,Scouting Report
2013-08-21T00:00:00Z,article,Dressing Up the Loaner Jacket
2013-07-31T16:11:58Z,blogpost,In Store | French Satchels Make Their Debut Stateside 
2013-04-25T00:00:00Z,article,Lauren Bush Lauren Is Making a Name for Herself
2013-08-29T00:00:00Z,article,A Look at September Fashion Magazines
2013-09-10T18:42:39Z,blogpost,Betsy Pickering Kaiser Dresses for Auction
2013-08-08T00:00:00Z,article,"For a Talent Scout, Big-League Space"
2013-02-11T16:04:03Z,blogpost,TimesCast Media+Tech: Esquire Magazine Takes On Television
2013-10-06T00:00:00Z,article,Alex Drexler: A Personal Quest for the Perfect White Shirt
2013-11-08T00:00:00Z,article,Originator of the Man-Skirt and Corset Revivals
2013-12-12T00:00:00Z,article,Dennis Basso’s New Shop on Madison Avenue Offers Fashion Beyond Furs
2013-09-08T16:34:38Z,article,Designers in New York Keeping It Simple With Black and White
2013-12-29T00:00:00Z,article,Trendsetter of 2013? Goodwill
2013-10-13T00:00:00Z,article,Tim Gunn: A Lifetime of Making It Work
2013-06-04T00:00:00Z,article,Swarovski Foundation to Restore a Venice Landmark
2013-03-04T00:00:00Z,article,"Mets Are Wearing Smiles This Spring, at Least on Their Caps"
2013-05-13T13:30:49Z,blogpost,"Readers Are Bothered by I.R.S. Coverage, an Amanda Knox Feature, and Too-Thin Models "
2013-01-13T00:00:00Z,article,A Gathering of Banjo Masters
2013-09-17T00:00:00Z,article,"Anthony Vows Allegiance to Knicks, but Things Change"
2013-09-10T05:55:19Z,blogpost,New York Today: Your Turn
2013-02-13T03:30:29Z,blogpost,India's Capital City Celebrates 'Design Week'
2013-02-18T00:00:00Z,article,"Young Mets Pitchers Considered Equally Confident, but They’re Not Two of a Kind"
2013-12-02T00:00:00Z,article,"Long on Cutting Edge of Print, New York Magazine Cuts Back"
2013-12-19T23:48:27Z,article,The Hollywood Reporter's Best Stories of the Week
2013-03-22T13:47:05Z,blogpost,Jeter Returns to Practice Determined to Play
2013-05-05T00:00:00Z,article,May 5 — 11
2013-12-05T00:00:00Z,article,Shopping Events Starting Dec. 5
2013-09-09T05:57:08Z,blogpost,New York Today: Teachable Moment
2013-08-26T00:00:00Z,article,"Muriel Siebert, a Determined Trailblazer for Women on Wall Street, Dies at 84"
2013-05-07T00:00:00Z,article,"If You Like the Sex Pistols, Try Green Day or the Gaslight Anthem"
2013-10-22T05:51:42Z,blogpost,New York Today: Round 2
2013-09-05T06:07:28Z,blogpost,New York Today: Number One
2013-09-04T06:02:42Z,blogpost,New York Today: Big Apples and Honey
2013-11-14T00:00:00Z,article,Gwyneth Paltrow’s Goop Inspires Famous Imitators
2013-12-30T05:00:39Z,blogpost,"At City Ballet, Footwear Is Almost as Important as Feet"
2013-11-17T00:00:00Z,article,Jay Z’s Blueprint Didn’t Call for This
2013-02-01T00:00:00Z,article,Mayor Denies Commenting on Woman’s Derrière
2013-09-12T06:05:37Z,blogpost,New York Today: Autumn Can Wait
2013-03-14T00:00:00Z,article,"Art? Oh, Yeah. But We’re Here to Party."
2013-07-26T06:00:57Z,blogpost,New York Today: The Beat Goes On
2013-05-19T00:00:00Z,article,"January Jones, Her Own Feminine Mystique"
2013-08-15T00:00:00Z,article,"Eva Chen, Trending Now at Lucky Magazine"
2013-10-24T05:59:00Z,blogpost,New York Today: Send in the Ghouls
2013-11-17T00:00:00Z,article,"In a North Face Jacket, a Reversible Appeal"
2013-04-04T00:00:00Z,article,"Sense, Sensibility and Elbow Grease"
2013-05-21T12:30:58Z,blogpost,Lawsuit Accuses New York and Lincoln Center of Limiting Access to Damrosch Park
2013-02-13T19:46:26Z,blogpost,Live Photo Streaming Now: Proenza Schouler 
2013-08-22T06:02:16Z,blogpost,New York Today: Water Weather
2013-05-16T00:00:00Z,article,"After Bangladesh, Seeking New Sources"
2013-11-22T00:00:00Z,article,Jets’ Reed Goes From Ultimate Win to Winless Season
2013-09-29T00:00:00Z,article,"Photo Booths, the Party’s Hot Spot"
2013-10-11T17:14:52Z,blogpost,"Seven Days of Style | Miley Cyrus Explains Her Fashion Sense, Nicky Hilton Writes a Book, and Kate Moss Makes Another Comeback "
2013-08-10T00:00:00Z,article,Boos and Cheers Yield to a Triumphant Final Roar for Yankees
2013-12-03T05:56:17Z,blogpost,"New York Today: After Derailment, Best Options for Commuters"
2013-02-10T08:26:20Z,blogpost,Live Photo Streaming Now: Victoria Beckham
2013-10-14T00:00:00Z,article,Jets Remain Consistently Inconsistent and Fall to the Steelers
2013-02-11T16:36:32Z,blogpost,Live Streaming: Thom Browne
2013-08-28T00:00:00Z,article,An Antiwar Flame That Flickered Glows Brightly Again
2013-04-18T00:00:00Z,article,"In Synopsis of Season, Knicks’ Win Brings New Injury"
2013-01-25T13:00:21Z,blogpost,"Calendar: Upcoming Events in Mumbai, Las Vegas, New York City, San Francisco"
2013-05-20T00:00:00Z,article,Public Outrage Over Factory Conditions Spurs Labor Deal
2013-09-19T12:10:10Z,article,10 Things to See: A Week of Top AP Photos
2013-04-25T00:00:00Z,article,Making a Name by Uncovering a Lost Case
2013-04-25T00:00:00Z,article,Making a Name by Uncovering a Lost Case
2013-10-16T00:00:00Z,article,Group Says Haitian Garment Workers Are Shortchanged on Pay
2013-01-01T00:00:00Z,article,Announcing the Latest Big Thing
2013-05-14T00:00:00Z,article,Once-Softer Hibbert Is Wearing Out Knicks
2013-02-10T00:00:00Z,article,When Is a Gym More Than a Gym? When It’s a Brand
2013-11-21T00:00:00Z,article,The Return of Logo Culture
2013-09-29T00:00:00Z,article,The White House Honors Design Award Winners
2013-10-08T00:00:00Z,article,Smith Saves the Day and Comes of Age
2013-04-18T00:00:00Z,article,Scouting Report
2013-01-15T00:00:00Z,article,Questions Linger After Knicks’ Send-Off to London
2013-09-10T08:35:21Z,multimedia,New York Fashion Week Elements | Texture
2013-09-04T09:38:17Z,multimedia,Countdown to Fashion Week — Final Touch
2013-09-10T19:00:54Z,blogpost,The Scene | New York Fashion Week: Rodarte
2013-02-15T19:46:53Z,multimedia,New York Fashion Week: About Extremes
2013-09-12T00:00:00Z,multimedia,Fashion Week Parties: Night 7
2013-09-05T00:00:00Z,multimedia,Fashion Week Parties: Warm Up
2013-09-13T00:00:00Z,multimedia,Fashion Week Parties: Night 8
2013-02-13T00:00:00Z,multimedia,"Fashion Week Parties, Night 6"
2013-09-11T00:00:00Z,article,Color Brightens the Dark Side
2013-09-11T00:00:00Z,article,"In Sportswear, Hitting a Refresh Button"
2013-11-07T00:00:00Z,article,A Fisherman in New York’s Sea of Faces
2013-08-17T00:00:00Z,article,Struggling Immigrant Artist Tied to $80 Million New York Fraud
2013-12-08T00:00:00Z,article,Whiskers Unlimited? Not on Wall St.
2013-05-09T00:00:00Z,article,The Shop That Punk Built
2013-07-11T00:00:00Z,article,"Cameron Russell, a Model, Puts Looks Aside"
2013-12-16T09:05:11Z,article,China Shoppers Ring Luxury Tills From London to New York
2013-08-25T00:00:00Z,article,Women at Google Looking Past the Glass Ceiling
2013-09-09T00:05:27Z,blogpost,"Opening Ceremony, Zac Posen and Designing Statements"
2013-07-25T00:00:00Z,article,‘Dad Jeans’ Are Making a Comeback
2013-11-24T00:00:00Z,article,Every Picture Tells Anjelica Huston’s Story
2013-11-08T00:00:00Z,article,Exhausted Workers Recall Minimal Efforts to Enforce a Minimum Wage Law
2013-02-21T00:00:00Z,article,Peculiar Naming Rites
2013-06-06T12:02:54Z,article,10 Things to See: A Week of Top AP Photos
2013-09-05T12:00:04Z,article,10 Things to See: A Week of Top AP Photos
2013-08-15T00:00:00Z,article,A Tennessee Clothing Factory Keeps Up the Old Ways
2013-10-07T21:00:00Z,blogpost,When Clothes No Longer Make the Man
2013-02-21T00:00:00Z,article,Google Searches for Style
2013-03-07T00:00:00Z,article,A New Look at What Used to Be Chic
2013-07-11T00:00:00Z,article,Not Going Gentle Into That Good Night
2013-07-11T00:00:00Z,article,Looking Smart on the Pedals
2013-05-02T00:00:00Z,article,No Remains of Humans in a Search Tied to 9/11
2013-09-26T00:00:00Z,article,Yankees’ Dim Playoff Hopes Flicker Out
2013-09-24T00:00:00Z,article,Week 3 Quick Hits: Takeaways on Steelers and Bears
2013-09-04T00:00:00Z,article,Five-Run Rally in Eighth Rescues the Yankees and Kuroda
2013-09-21T00:00:00Z,article,"In One Swing, Rodriguez Helps Put Focus Back on the Field"
2013-04-27T00:00:00Z,article,Bangladeshis Burn Factories to Protest Unsafe Conditions
2013-12-24T00:00:00Z,article,A New Alliance Steps Up to Protect a New Generation of Models
2013-09-15T00:00:00Z,article,A Drab and Cherished Relic of Shea
2013-06-10T07:00:41Z,blogpost,This Week in Small Business: Cronuts!
2013-01-30T16:18:52Z,blogpost,A Bigger Spotlight on Young Talents 
2013-06-03T07:00:07Z,blogpost,This Week in Small Business: Healthier Owners
2013-05-26T00:00:00Z,article,Stuck in the City? There’s Lots to Do
2013-03-20T00:00:00Z,article,Early Favorites in a Showcase for New Filmmakers
2013-09-20T00:00:00Z,article,"With Stakes at a High, the Yankees Near a Low"
2013-11-16T00:00:00Z,article,Performance Art That Looks a Lot Like Theater
2013-09-08T00:00:00Z,article,Vocational Training From a Label Near You
2013-02-26T09:00:41Z,blogpost,A Musical Pitch to Albany to Raise Minimum Wage
2013-05-24T00:00:00Z,article,A Wife With Powerful Ties Is an Unexpected Architect of a New York Comeback
2013-05-10T15:21:59Z,blogpost,Week in Review: Big Names and Big Money in Las Vegas
2013-08-08T00:00:00Z,article,Fashion’s Blind Spot
2013-10-16T00:00:00Z,article,A Digitally Smart Designer Takes the Reins at Burberry
2013-09-09T00:00:00Z,article,"Embarking on a New Life, Transgender Woman Has It Brutally Taken"
2013-08-08T00:00:00Z,article,Fashion’s Blind Spot
2013-02-21T00:00:00Z,article,"On the Red Carpet, No Blemishes Allowed"
2013-12-20T07:14:50Z,article,Wall Street Gains on GDP Data; Indexes Post Strong Week
2013-01-19T08:54:24Z,blogpost,Can Armstrong Be Redeemed? How About Galliano?
2013-05-16T00:00:00Z,article,"Hair Goop, Presented With Wit"
2013-05-18T00:00:00Z,article,Can a Great American Composer Get the Respect He Deserves at the Ballet?
2013-03-21T00:00:00Z,article,"A Newborn, but No Wobbly Legs"
2013-01-22T00:00:00Z,article,More to Super Bowl Than the Coaches
2013-09-16T00:00:00Z,article,Red Bulls Rewind: Alone in First Place
2013-07-03T17:39:06Z,blogpost,"Today's Scuttlebot: The Origin of Google Docs, and Spying on Your Own E-Mail"
2013-10-18T00:00:00Z,article,Week 7 N.F.L. Matchups
2013-02-11T00:00:00Z,article,Self Magazine Refocuses for a Younger Audience
2013-04-12T00:00:00Z,article,New Yorkers Brace for Cuts in Unemployment Benefits
2013-10-11T00:00:00Z,article,Peering Past New York’s Locked Doors
2013-02-24T00:00:00Z,article,The Sweet Smell of Success
2013-04-29T00:00:00Z,article,"Attention, Audience; Attention, Shoppers"
2013-09-18T07:19:39Z,blogpost,Review Roundup: The iPhone 5S and iPhone 5C
2013-02-14T19:30:22Z,blogpost,Now Streaming | Marc Jacobs Fall 2013 Women&rsquo;s Collection
2013-02-14T10:12:36Z,blogpost,What We're Reading
2013-06-28T00:00:00Z,article,Cuomo Silent on Votes by Lever
2013-05-23T07:12:07Z,article,"Wall Street Sags, but Ends Off Session Lows; HP Hits 52-Week High"
2013-05-23T00:00:00Z,article,Going for the Remix
2013-03-18T00:00:00Z,article,"Riffs by Cab Riders, Secretly Recorded for the Sake of Art"
2013-02-08T16:12:16Z,blogpost,Photos of The Moment | General Idea
2013-02-14T13:41:44Z,blogpost,Now Streaming | Calvin Klein Fall 2013 Women&rsquo;s Collection
2013-05-01T00:00:00Z,article,Cuomo Asks Con Ed to Freeze Bonuses for Top Executives
2013-09-19T21:25:50Z,blogpost,Today's Scuttlebot: Twitter's Fibs and a Pinterest Baby Step
2013-02-27T00:00:00Z,article,Theft of Dal&iacute; Drawing Brings Guilty Plea
2013-08-20T00:00:00Z,article,A Son’s Heartfelt Campaign
2013-11-08T12:56:45Z,blogpost,Popcast: Eminem and Lady Gaga Aim to Reclaim Their Relevance
2013-02-11T10:41:36Z,blogpost,What We're Reading
2013-11-03T00:00:00Z,article,Hoping for Morning Lows in the 30s
2013-08-18T12:07:42Z,blogpost,Aug. 18: Where the Candidates Are Today
